provenance,slenderness,gamma,generator,load_design,sensors,sensor_positions,noise_fraction,support_model,trials,rank,status,EI_relative_bias,EI_relative_rmse,holdout_relative_rmse,compliance_absolute_bias
synthetic,10,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.0025,flexible,200,2,identified,0.0021503231858952094,0.011938528824500003,0.002095510471578253,2.886419806083557e-08
synthetic,10,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.01,rigid,200,1,identified,-0.006442418715913065,0.011591881962892214,0.0034391304796966143,-0.0
synthetic,10,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.01,flexible,200,2,identified,0.020669706714731548,0.04389493690069466,0.0057367894160061435,6.913093452100988e-08
synthetic,10,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.03,rigid,200,1,identified,-0.006670207985358905,0.029045834117631723,0.007254270804204938,-0.0
synthetic,10,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.03,flexible,200,2,identified,0.09846205723180214,0.19651700248894544,0.01895398474750811,2.1595274834215365e-07
synthetic,10,0.0,Timoshenko,single,two_selected,0.5;1.0,0.0,rigid,200,1,identified,-0.008149411525515737,0.008149411525515737,0.002239320344077425,-0.0
synthetic,10,0.0,Timoshenko,single,two_selected,0.5;1.0,0.0,flexible,200,2,identified,1.3322676295501878e-15,1.3322676295501878e-15,0.0013788582233136848,2.2285714285717322e-08
synthetic,10,0.0,Timoshenko,single,two_selected,0.5;1.0,0.0025,rigid,200,1,identified,-0.00824046778492006,0.008524970415908618,0.0022844157390879984,-0.0
synthetic,10,0.0,Timoshenko,single,two_selected,0.5;1.0,0.0025,flexible,200,2,identified,0.002375228295980285,0.011773901742628217,0.0020306455588117514,2.8622983671888304e-08
synthetic,10,0.0,Timoshenko,single,two_selected,0.5;1.0,0.01,rigid,200,1,identified,-0.008735549516215795,0.012504620223612562,0.003030779014633948,-0.0
synthetic,10,0.0,Timoshenko,single,two_selected,0.5;1.0,0.01,flexible,200,2,identified,0.023469318278603615,0.048166180271765315,0.006464320115057518,8.208680645285025e-08
synthetic,10,0.0,Timoshenko,single,two_selected,0.5;1.0,0.03,rigid,200,1,identified,-0.009701803156364774,0.027940763167267377,0.0066441616937477745,-0.0
synthetic,10,0.0,Timoshenko,single,two_selected,0.5;1.0,0.03,flexible,200,2,identified,0.0874044174749319,0.1853392758565739,0.01937928570364163,2.022859781578079e-07
synthetic,10,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.0,rigid,200,1,identified,-0.008488170933455663,0.008488170933455663,0.002014227206372975,-0.0
synthetic,10,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.0,flexible,200,2,identified,-1.1102230246251565e-15,1.1102230246251565e-15,0.001194126249606884,2.2285714285711472e-08
synthetic,10,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.0025,rigid,200,1,identified,-0.008170885300733555,0.008420619576564784,0.002105512107787897,-0.0
synthetic,10,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.0025,flexible,200,2,identified,0.0018848636291847803,0.009158468850696965,0.0015728417817743858,2.6147565149597768e-08
synthetic,10,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.01,rigid,200,1,identified,-0.008903509372732921,0.011771568309740361,0.0025035710733547958,-0.0
synthetic,10,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.01,flexible,200,2,identified,0.014015104956418747,0.03470925130217631,0.0040815141103844954,5.710358380879247e-08
synthetic,10,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.03,rigid,200,1,identified,-0.009256239898166397,0.02731727870761906,0.0055437138674507185,-0.0
synthetic,10,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.03,flexible,200,2,identified,0.04791400182139835,0.11381423031112843,0.010909631351613701,1.2513007941472976e-07
synthetic,10,0.0,Timoshenko,amplitudes,one,1.0,0.0,rigid,200,1,identified,-0.007739630879142978,0.00773963087914298,0.0014624999999998931,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,one,1.0,0.0,flexible,200,1,unidentifiable,,,,
synthetic,10,0.0,Timoshenko,amplitudes,one,1.0,0.0025,rigid,200,1,identified,-0.007652776300259203,0.007677322985882981,0.0015026090631770803,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,one,1.0,0.0025,flexible,200,1,unidentifiable,,,,
synthetic,10,0.0,Timoshenko,amplitudes,one,1.0,0.01,rigid,200,1,identified,-0.007953979893650195,0.008392647690308425,0.0016311310694340215,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,one,1.0,0.01,flexible,200,1,unidentifiable,,,,
synthetic,10,0.0,Timoshenko,amplitudes,one,1.0,0.03,rigid,200,1,identified,-0.0075612881433866595,0.010416350600822176,0.0027254462884806784,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,one,1.0,0.03,flexible,200,1,unidentifiable,,,,
synthetic,10,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.0,rigid,200,1,identified,-0.008149411525515737,0.008149411525515737,0.002239320344077425,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.0,flexible,200,2,identified,4.440892098500626e-16,4.440892098500626e-16,0.0013788582233136583,2.228571428571667e-08
synthetic,10,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.0025,rigid,200,1,identified,-0.008123500678204526,0.00814421915207823,0.0022482139638273393,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.0025,flexible,200,2,identified,-0.0004678432460285614,0.004084715668713611,0.0015254322110888187,2.0900960659467656e-08
synthetic,10,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.01,rigid,200,1,identified,-0.008206021436994691,0.008562129024508489,0.0023054519665336552,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.01,flexible,200,2,identified,0.0038191101955625494,0.013271426280307709,0.002145540536604357,3.235066963119111e-08
synthetic,10,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.03,rigid,200,1,identified,-0.006733358462415373,0.010062496717716378,0.0030734762108678908,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.03,flexible,200,2,identified,0.01725521787760608,0.038150048939924644,0.004651704554976545,6.169227713432186e-08
synthetic,10,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.0,rigid,200,1,identified,-0.008149411525515737,0.008149411525515737,0.002239320344077425,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.0,flexible,200,2,identified,4.440892098500626e-16,4.440892098500626e-16,0.0013788582233136583,2.228571428571667e-08
synthetic,10,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.0025,rigid,200,1,identified,-0.008249779392534238,0.008270976009796547,0.0022262623131459546,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.0025,flexible,200,2,identified,-0.0002932373400932725,0.004121530925950186,0.0015042801509212004,2.1721980315204185e-08
synthetic,10,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.01,rigid,200,1,identified,-0.008263668964791016,0.008639164440745058,0.002300509717294306,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.01,flexible,200,2,identified,0.0036156319503046143,0.013638810141347121,0.0020731572699265247,3.193303747751918e-08
synthetic,10,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.03,rigid,200,1,identified,-0.008384617899683935,0.011442720454267934,0.0028852087982378467,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.03,flexible,200,2,identified,0.020159981879420502,0.04312426840469285,0.005539375393857582,7.31687318235999e-08
synthetic,10,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.0,rigid,200,1,identified,-0.008488170933455663,0.008488170933455663,0.002014227206372975,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.0,flexible,200,2,identified,0.0,0.0,0.001194126249606886,2.2285714285713044e-08
synthetic,10,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.0025,rigid,200,1,identified,-0.008564113818974001,0.008581412375671432,0.0020054016534356055,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.0025,flexible,200,2,identified,1.746552903786114e-05,0.0032584634544118763,0.0012332768710186007,2.2505462889251396e-08
synthetic,10,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.01,rigid,200,1,identified,-0.00846242691112323,0.008739958723477662,0.0020666687835943307,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.01,flexible,200,2,identified,0.0021393506886325654,0.009690005639428309,0.001525321808543816,2.7557950089028164e-08
synthetic,10,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.03,rigid,200,1,identified,-0.008330034147121752,0.01023053866309521,0.002370148297535067,-0.0
synthetic,10,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.03,flexible,200,2,identified,0.011164942838990954,0.028676409181557148,0.0029994071905853343,4.9003565866277566e-08
synthetic,10,0.0,Timoshenko,locations,one,1.0,0.0,rigid,200,1,identified,-0.008146126768477924,0.008146126768477922,0.0013334277620397459,-0.0
synthetic,10,0.0,Timoshenko,locations,one,1.0,0.0,flexible,200,2,identified,-6.661338147750939e-16,6.661338147750939e-16,7.41153828847513e-17,2.228571428571256e-08
